nome,discurso,ano
O SR. PRESIDENTE (Ulysses Guimarães,"O SR. PRESIDENTE (Ulysses Guimarães): – Vamos passar à votação, no mérito, das emendas. Temos que esperar a coleta dos nomes para registro do resultado da votação. ",ano_163
O SR. BONIFÁCIO DE,"O SR. BONIFÁCIO DE ANDRADE: – Sr. Presidente, peço a palavra pela ordem. ",ano_163
O SR. PRESIDENTE (Ulysses Guimarães,O SR. PRESIDENTE (Ulysses Guimarães): – Tem a palavra o nobre Constituinte. ,ano_163
O SR. BONIFÁCIO DE,"O SR. BONIFÁCIO DE ANDRADA (PDS – MG. Sem revisão do orador.): – Sr. Presidente, vai ser votado agora o conjunto das emendas ao projeto de reforma do Regimento. As emendas, na sua maioria, são do PDT e, se não me engano, do PT. O “Centrão”, votando “NÃO”, estará dizendo não às emendas que estão sobre a mesa. ",ano_163
O SR. PRESIDENTE (Ulysses Guimarães,O SR. PRESIDENTE (Ulysses Guimarães): – Esclareço aos nobres Constituintes que não há mais oportunidade para encaminhamento de votação. ,ano_163
O SR. JOSÉ GENOÍNO,"O SR. JOSÉ GENOÍNO: – Sr. Presidente, peço a palavra pela ordem. ",ano_163
O SR. PRESIDENTE (Ulysses Guimarães,"O SR. PRESIDENTE (Ulysses Guimarães): – Tem a palavra o nobre Constituinte. O SR JOSÉ GENOINO (Pr – SP. Sem revisão do orador.): – Sr. Presidente, insistentemente o nobre Constituinte Bonifácio de Andrada tem feito encaminhamentos de votação em forma de questões de ordem. Infelizmente votaremos em seguida um conjunto de destaques que incidem, inclusive, sobre diferentes partes do projeto da Mesa, apoiado pelo “Centrão”. Esses destaques expressam a visão democrática de elaboração da Constituição, em contraposição à concepção do rolo compressor, defendida pelo Constituinte Bonifácio de Andrada. ",ano_163
O SR. PRESIDENTE (Ulysses Guimarães,"O SR. PRESIDENTE (Ulysses Guimarães): – A Mesa pede a colaboração dos Srs. Constituintes, no sentido de que ocupem seus lugares, sem o que o prosseguimento dos trabalhos não será possível. A votação das emendas e destaques oferecidos ao Substitutivo já aprovado será global. Quem desejar aprová-los registrará o voto “SIM”; quem for contrário às emendas apresentadas em destaques deverá votar “NAO”. Os que votarem pela abstenção também devem registrar seu voto. (Pausa.) A Mesa solicita a colaboração dos Srs. Constituintes, para que tomem seus lugares. Vai- se passar à votação. (Processo de votação) ",ano_163
O SR. PRESIDENTE (Ulysses Guimarães,"O SR. PRESIDENTE (Ulysses Guimarães): – Há sobre a mesa e vou submeter a votos os seguintes: REQUERIMENTOS Exº Sr. Presidente da Assembléia Nacional Constituinte Nos termos regimentais, requeremos Destaque para votação em separado do (a) no Substitutivo do relator, no art 1º; para supressão das expressões “maioria absoluta” Salas das Sessões, 9 de dezembro de 1987. – Brandão Monteiro – PDT – Luiz Inácio Lula da Silva – PT. Exmº Sr. Presidente da Assembléia Nacional Constituinte Nos termos regimentais, requeremos Destaque para votação em separado do (a) das palavras “títulos, capítalos”, constantes ao art. 1º do Substitutivo do Relator. Sala das Sessões, 9 de dezembro de 1987. – Brandão Monteiro – PDT – Luiz Indo Lula da Silva – PT. Exmº Sr. Presidente da Assembléia Nacional Constituinte Nos termos regimentais, requeremos Destaque para votação em separado do (a) e conseqüente rejeição do § 2º, do art. 1º do Substitutivo do Relator ao Projeto de Resolução nº 21-A, de 1987. Sala das Sessões, 9 de dezembro de 1987. – Brandão Monteiro – PDT – Luiz Indo Lula da Silva – PT. Exmº Sr. Presidente da Assembléia Nacional Constituinte Nos termos regimentais, requeremos Destaque para votação em separado do (a) conseqüente rejeição do § 3º, do art. 1º, do Substitutivo do Relator ao Projeto de Resolução nº 21-A, de 1987. Sala das Sessões, 9 de dezembro de 1987. – Brandão Monteiro – PDT – Luiz Inácio Lula da Silva – PT. Sr. Presidente, Requeiro destaque para votação em separado do § 3º do art 1, do Substitutivo do Projeto de Resolução n 21/87 Sala das Sessões, 9 de dezembro de 1987. – Egídio Ferreira Lima. REQUERIMENTO DE DESTAQUE Nos termos regimentais requeiro Destaque para votação em separado do § 3º do art. 1º do Substitutivo do Projeto de Resolução nº 21-A, para supressão. Haroldo Lima. Exmº Sr. Presidente da Assembléia Nacional Constituinte Nos termos regimentais, requeremos Destaque para votação em separado do (a) da expressão final “desde que subscrito por, no mínimo, 187 constituintes, constante do art 8º, do substitutivo do Relator. Sala das Sessões, 9 de dezembro de 1987. – Brandão Monteiro – PDT – José Genoíno Neto – PT. ",ano_163
O SR. PRESIDENTE (Ulysses Guimarães,O SR. PRESIDENTE (Ulysses Guimarães): – Está encerrada a votação. A Mesa vai proclamar o resultado: Votam: SIM – 148 NÃO – 228 Abstenção – 24 Total – 400 Presidente: Ulysses Guimarães – Abstenção Abigail Feitosa – NÃO Acival Gomes – SIM Adauto Pereira – NÃO Ademir Andrade – SIM Adhemar de Barros Filho – NÃO Adolfo Oliveira – NÃO Adroaldo Streck – SIM Adyison Motta – NÃO Aécio de Borba – NÃO Afif Domingos – NÃO Airton Cordeiro - NÃO Airton Sandoval – NÃO Alarico Abib – NÃO Albano Franco – NÃO Albérico Cordeiro – NÃO Albérico Filho – NÃO Alceni Guerra – ABSTENÇÃO Aldo Arames – SIM Alexandre Costa – NÃO Alfredo Campos – NÃO Almir Gabriel – SIM Aloysio Chaves – NÃO Aloysio Teixeira – NÃO Aluízio Campos – SIM Álvaro Pacheco – NÃO Alysson Paulinelli – NÃO Amaral Netto – NÃO Amaury Müller – SIM Amicar Moreira – NÃO Ângelo Magalhães – NÃO Annibal Barcellos – NÃO Antero de Barros – SIM Antônio Britto – ABSTENÇÃO Antônio Câmara – SIM Antônio Carlos Konder Reis – SIM Antonio Carlos Mendes Thame –ABSTENÇÃO Antônio de Jesus – NÃO Antonio Farias – SIM Antonio Ferreira – NÃO Antonio Gaspar – SIM Antonio Perosa – SIM Antonio Salim Curiati – NÃO Antonio Ueno – NÃ0 Arnaldo Faria de Sá – MÃO Arnaldo Martins – NÃO Arnaldo Moraes – NÃO Arnaldo Prieto – NÃO Arnold Fioravante – NÃO Arolde de Oliveira – NÃO Artenir Werner – NÃO Assis Canuto – NÃO Átila Lira – ABSTENÇÃO Augusto Carvalho – SIM Basílio Villani – NÃO Benedicto Monteiro – SIM Benito Gama – NÃO Bernardo Cabral – ABSTENÇÃO Beth Azize – SIM Bezerra de Melo – NÃO Bocayuva Cunha – SIM Bonifácio de Andrada – NÃO Bosco França – SIM Brandão Monteiro – SIM Caio Pompeu – NÃO Cardoso Alves – NÃO Carlos Benevides – NÃO Carlos Cardinal – SIM Carlos Chiarelti – ABSTENÇÃO Carlos Mosconi – SIM Carlos Sant’Anna – NÃO Carlos Cotta – SIM Carlos Vinagre NÃO Carrel Benevides – NÃO Cássio Cunha Lima – SIM Célio de Castro – SIM Celso Dourado – SIM César Cals Neto – NÃO César Maia – SIM Chagas Duarte – NÃO Chagas Neto – NÃO Chagas Rodrigues – SIM Chico Humberto – SIM Cláudio Ávila – NÃO Christóvam Chiaradia – NÃO Costa Ferreira – NÃO Cunha Bueno – NÃO Dalton Canabrava – NÃO Darcy Deitos – SIM Darcy Pozza – NÃO Daso Coimbra – NÃO Del Basco Amaral – NÃO Delfim Neto – NÃO Délio Braz – NÃO Denisar Arneiro – NÃO Dionisio Dal Prá – NÃO Dionisio Hage – NÃO Dirce Tutu Quadros – SIM Divaldo Suruagy – NÃO Doreto Campanari – SIM Edison Lobão – NÃO Edme Tavares – NÃO Edmilson Valentim – SIM Eduardo Bonfim – SIM Eduardo Moreira – SIM Egídio Ferreira Lima – SIM Enoc Vieira – NÃO Eraldo Tinoco – NÃO Eraldo Trindade – SIM Érico Pegoraro – NÃO Ervin Bonkoski – NÃO Euclides Scalco – SIM Evaldo Gonçalves – NÃO Expedito Machado – NÃO Ézio Ferreira – NÃO Fábio Raunheitti – NÃO Farabulini Júnior – NÃO Fausto Rocha – NÃO Felipe Mendes – NÃO Fernando Cunha – SIM Fernando Gasparian – SIM Fernando Gomes – NÃO Fernando Henrique Cardoso – SIM Fernando Santana – SIM Firmo de Castro – NÃO Flavio Paimier da Veiga – NÃO Florestan Fernandes – SIM Floriceno Paixão – SIM Francisco Amaral – NÃO Francisco Benjamim – NÃO Francisco Carneiro – NÃO Francisco Küster – SIM Francisco Rollemberg – SIM Francisco Rossi – SIM Francisco Sales – NÃO Furtado Leite – NÃO Gandi Jamil – NÃO Gastone Righi – NÃO Genebaldo Correia – ABSTENÇÃO Genésio Bernardino – NÃO Geovah Amarante – SIM Geovani Borges – NÃO Geraldo Alckmin Filho – SIM Geraldo Bulhões – SIM Geraldo Campos – SIM Geraldo Fleming – NÃO Geraldo Melo – SIM Gerson Camata – SIM Gerson Marcondes – NÃO Gerson Peres – NÃO Gidel Dantas – NÃO Gilson Machado – NÃO Guilherme Palmeira – NÃO Gumercindo Milhomem – SIM Gustavo de Faria – NÃO Haroldo Lima – SIM Haroldo Sabóia – SIM Hélio Duque – SIM HélioRosas– NÃO Henrique Córdova – SIM Henrique Eduardo Alves – NÃO Heráclito Fortes – ABSTENÇÃO Hermes Zaneti – SIM Homero Santos – NÃO lberê Ferreira – NÃO Inocêncio Oliveira – NÃO Irapuan Costa Júnior – NÃO Irma Passoni – SIM Ivo Cersósimo – NÃO lvo Lech – SIM Ivo Mainardi – SIM Jacy Scanagatta – NÃO Jamil Haddad – SIM Jarbas Passarinho – NÃO Jayme Paliarin – NÃO Jesus Tajra – NÃO Joaci Góes – SIM João Agripino – SIM João Alves – NÃO João da Mata – NÃO João Machado Rollemberg – NÃO João Natal – SIM João Paulo – SIM João Rezek – NÃO Joaquim Bevilacqua – SIM Joaquim Hayckel – NÃO Joaquim Sucena – NÃO Jofran Frejat – NÃO Jonas Pinheiro – NÃO Jorge Arbage – NÃO Jorge Bornhausen – NÃO Jorge Hage – SIM Jorge Leite – NÃO Jorge Uequed – SIM Jorge Vianna – NÃO José Agripino – NÃO José Carlos Coutinho – ABSTENÇÃO José Carlos Grecco – SIM José Carlos Sabóia – SIM José Carlos Vasconcelos – ABSTENÇÃO José da Conceição – NÃO José Dutra – NÃO José Egreja – NÃO José Elias – NÃO José Elias Murad – NÃO José Fogaça – SIM José Freire – NÃO José Genoíno – SIM José Geraldo – NÃO José Guedes – SIM José Ignácio Ferreira – SIM José Lins – NÃO José Lourenço – NÃO José Luiz de Sá – NÃO José Luiz Maia – NÃO José Maranhão – NÃO José Maria Eymael – ABSTENÇÃO José Maurício – SIM José Melo – NÃO José Moura – NÃO José Paulo Bisol – SIM José Richa – NÃO José Santana de Vasconcellos – NÃO José Serra – SIM José Viana – NÃO Juarez Antunes – SIM Júlio Campos – NÃO Júlio Costamilan – SIM Jutahy Júnior – ABSTENÇÃO Koyu lha – SIM Lael Varella – NÃO Leite Chaves – SIM Lélio Souza – SIM Leopoldo Bessone – NÃO Leopoldo Perez – ABSTENÇÃO Levy Dias – NÃO Lezio Sathler – SIM Lourival Baptista – NÃO Lúcio Alcântara – ABSTENÇÃO Luís Eduardo – NÃO Luís Roberto Ponte – NÃO Luiz Alberto Rodrigues – SIM Luiz Freire – ABSTENÇÃO Luiz Gushiken – SIM Luiz Marques – NÃO Luiz Salomão – SIM Luiz Soyer – NÃO Luiz Viana – SIM Lysâneas Maciel – SIM Maluly Neto – NÃO Manoel Castro – NÃO Manoel Moreira – NÃO Manoel Ribeiro – NÃO Manuel Viana – NÃO Marcelo Cordeiro – SIM Márcia Kubitschek – NÃO Márcio Braga – SIM Márcio Lacerda – SIM Marco Maciel – NÃO Marcos Lima – NÃO Maria de Lourdes Abadia – NÃO Maria Lúcia – NÃO Mário Assad – SIM Mário Covas – SIM Mário Lima – SIM Mário Maia – SIM Matheus lensen – NÃO Maurício Campos – NÃO Maurício Corrêa – SIM Maurício Fruet – SIM Maurício Nasser – NÃO Maurício Pádua – NÃO Maurício Ferreira Lima – SIM Mauro Benevides – NÃO Mauro Miranda – NÃO Mauro Sampaio - ABSTENÇÃO Meira Filho – NÃO Melo Freire – NÃO Mendes Botelho – SIM Mendes Canale – SIM Mendes Ribeiro – SIM Messias Góis – NÃO Michel Temer – SIM Milton Barbosa – NÃO Milton Lima – NÃO Miraldo Gomes – SIM Miro Teixeira – SIM Moema São Thiago – SIM Mozarildo Cavalcanti – NÃO Nabor Júnior – NÃO Naphtali Alves de Souza – NÃO Narciso Mendes – NÃO Nelson Aguiar – SIM Nelson Carneiro – SIM Nelson Jobim – SIM Nelson Sabrá – NÃO Nelson Seixas – SIM Nelton Friedrich – SIM Nestor Duarte – NÃO Nilso Sguarezi – SIM Nilson Gibson – NÃO Noel de Carvalho – SIM Nyder Barbosa – NÃO Octávio Elísio – SIM Olívio Dutra – SIM Onofre Corrêa – NÃO Orlando Bezerra – NÃO Orlando Pacheco – NÃO Oscar Corrêa – NÃO Osmar Leitão – NÃO Osmir Lima – SIM Osmundo Rebouças – NÃO Osvaldo Bender – NÃO Osvaldo Coelho – NÃO Oswaldo Almeida – ABSTENÇÃO Oswaldo Trevisan – NÃO Paes de Andrade – SIM Paes Landim – NÃO Paulo Macarini – SIM Paulo Mincarone – NÃO Paulo Paim – SIM Paulo Pimentel – NÃO Paulo Ramos – SIM Paulo Roberto – NÃO Paulo Silva – SIM Paulo Zarzur – ABSTENÇÃO Pedro Ceolin – NÃO Percival Muniz – SIM Pimenta da Veiga – NÃO Plínio Arruda Sampaio – SIM Plínio Martins – ABSTENÇÃO Pompeu de Sousa – SIM Rachid Saldanha Derzi – NÃO Raquel Capiberibe – SIM Raul Ferraz – SIM Renato Johnsson – NÃO Ricardo Fiuza – NÃO Ricardo Izar – NÃO Rita Camata – ABSTENÇÃO Roberto Augusto – NÃO Roberto Balestra – NÃO Roberto Brant – NÃO Roberto Campos – NÃO Roberto D'Ávila – SIM Roberto Freire – SIM Roberto Jefferson – NÃO Roberto Rollemberg – SIM Roberto Torres – NÃO Robson Marinho – SIM Rodrigues Palma – NÃO Ronaldo Carvalho – NÃO Ronaldo Cezar Coelho – SIM Ronan Tito – NÃO Rosa Prata – NÃO Rose de Freitas – NÃO Rubem Medina – NÃO Ruben Figueiró – NÃO Ruberval Pilotto – NÃO Ruy Bacelar – SIM Ruy Nedel – SIM Sadie Hauache – NÃO Salatiel Carvalho – NÃO Sandra Cavalcanti – NÃO Santinho Furtado – ABSTENÇÃO Sarney Filho – NÃO Saulo Queiroz – ABSTENÇÃO Sérgio Brito – NÃO Sérgio Werneck – NÃO Severo Gomes – SIM Sigmaringa Seixas – SIM Sílvio Abreu – NÃO Simão Sessim – NÃO Siqueira Campos – NÃO Sólon Borges dos Reis – NÃO Stélio Dias – NÃO Tadeu França – SIM Telmo Kirst – NÃO Theodoro Mendes – NÃO Tito Costa – NÃO Ubiratan Aguiar – NAO Ubiratan Spinelli – NAO Valter Pereira – ABSTENÇÃO Vasco Alves – SIM Vicente Bogo – SIM Victor Faccioni – NÃO Victor Fontana – NÃO Vilson Souza – SIM Vingt Rosado – NÃO Vinícius Cansanção – NÃO Virgíldásio de Senna – SIM Virgílio Galassi – NÃO Vitor Buaiz – SIM Vivaldo Barbosa – SIM Vladimir Palmeira – SIM Wagner Lago – NÃO Waldec Ornélas – NÃO Waldyr Pugliesi –SIM Wilson Campos – SIM Wilson Martins – SIM Ziza Valadares – SIM O requerimento foi rejeitado. ,ano_163
O SR. PRESIDENTE (Ulysses Guimarães,"O SR. PRESIDENTE (Ulysses Guimarães): – Sobre a mesa a: REDAÇÃO FINAL do Projeto de Resolução nº 21-B, de 1987: Altera o Regimento Interno da Assembléia Nacional constituinte. Art. 1º, Fica facultada à maioria absoluta dos membros da Assembléia Nacional Constituinte a apresentação de substitutivos a Títulos, Capítulos, Seções e Subseções e de emendas a dispositivos do Projeto de Constituição. § 1º, Caso sejam apresentados dois ou mais substitutivos sobre a mesma matéria, terá prioridade para votação aquele que contiver o maior número de subscritores: sendo estes em igual número, terá preferência o oferecido em primeiro lugar. § 2º, Os substitutivos e as emendas apresentados com base neste artigo terão preferência automática, não sendo submetida a votos, e sua aprovação não prejudicará as demais emendas. salvo se forem de idêntico conteúdo. § 3º, Se na votação da matéria destacada nos termos deste artigo, não for alcançado quorum de maioria absoluta, repetir- se-á a mesma na sessão seguinte, com 24 (vinte e quatro) horas de intervalo entre uma e outra, para decisão final do plenário. Art. 2º, ilegível as as emendas populares. consideram-se prejudicadas todas as emendas e destaques oferecendo em fases anteriores do processo de eleição constitucional. Art. 3º, Publicado no Diário da Assembléia Nacional Constituinte e distribuído em avulsos. o Projeto da Comissão de Sistematização. abrir-se-á o prazo de 7 (sete) dias para apresentação de: I – substitutivos e emendas coletivas, na forma do art 1º desta Resolução. II – emendas individuais, que deverão incidir sobre artigo, parágrafo. inciso ou alínea do Projeto de Constituição, limitadas ao número máximo de 4 (quatro) para cada Constituinte. § 1º O Relator da Comissão de Sistematização terá o prazo máximo de 7 (sete) dias para emitir parecer conclusivo pela aprovação ou rejeição da matéria, não podendo submendá-la ou concluir por substitutivo. § 2º Admitir-se-á, ainda, a fusão de emendas, desde que a proposição dela constante não apresente inovações em relação às emendas objeto da fusão, seja assinada pelos primeiros signatários das emendas, que lhe deram origem, e encaminhada à Mesa antes de iniciada a votação respectiva § 3º É admitida a co-autoria de emendas após a respectiva publicação. Art. 4º Nas 72 (setenta e duas) horas que se seguirem à publicação do parecer do Relator, poderão ser apresentados requerimentos de destaque, limitados ao número máximo de 6 (seis) para cada Constituinte, que deverão incidir, no todo ou em parte, sobre o texto de emenda individual ou popular, substitutivo ou dispositivo do Projeto de Constituição. Art 5º O requerimento de preferência para votação dos destaques de que trata o artigo anterior deverá ser subscrito por, no mínimo, 56 (cinqüenta e seis) Constituintes e apresentado até as 18 (dezoito) horas do dia que anteceder à apreciação do Título a que diga respeito. No caso de ocorrer o término da votação de um Título e no mesmo dia iniciar-se a votação do Título seguinte, a apresentação de preferência para este último dar-se-á 2 (duas) horas antes de iniciada a sua votação. § 1º Terá prioridade para votação o requerimento de preferência que contiver maior número de subscritores, salvo acordo em contrário. § 2º Os substitutivos, as emendas e os destaques aprovados ou rejeitados prejudicarão as proposições conexas. § 3º Ausente o autor do requerimento o destaque não será submetido à deliberação do Plenário, salvo autorização por escrito do primeiro signatário a um de seus subscritores. Art 6º Ao ser anunciada a votação de cada Título do Projeto de Constituição, será facultado o uso da palavra aos Líderes de partido ou aos Constituintes por eles indicados, bem como ao Relator, pelo seguinte prazo: a) partido com mais de 150 (cento e cinqüenta) representantes – 12 (doze) minutos; b) partido com mais de 15 (quinze) e menos de 150 (cento e cinqüenta) representantes – 8 (oito) minutos; c) partido com até 15 (quinze) representantes – 5 (cinco) minutos d) Relator – 10 (dez) minutos. Art. 7º Se ao permitidos destaques para aprovação ou expressão de parte do projeto ou de substitutivo, na forma do art. 4º desta Resolução, considerando-se incluída ou excluída do texto respectivo a matéria objeto do destaque se este for aprovado pela maioria absoluta dos membros da Assembléia Nacional Constituinte. Art 8º Sem prejuízo do disposto no artigo anterior, poderá ser votado requerimento de destaque, para votação em separado de partes do texto do projeto ou do substitutivo, desde que subscrito por, no mínimo, 187 (cento e oitenta e sete) Constituintes. Parágrafo único. A matéria destacada na forma deste artigo somente será incluída no texto constitucional, se aprovada pela maioria absoluta dos membros da Assembléia Nacional Constituinte, Caso não atinja este quorum. será tida como rejeitada, sem prejuízo das emendas que hajam sido destacadas para o mesmo texto. Art. 9º Votar-se-á em primeiro lugar o Capítulo do respectivo Título, seguido dos destaques e, sucessivamente, o grupo de emendas. conforme tenham parecer favorável ou contrário. § 1º As emendas e os destaques aprovados ou rejeitados prejudicarão as proposições de mérito conexas, salvo o disposto no § 2º do art 1º e no parágrafo único do art. 8º desta Resolução. § 2º No encaminhamento de votação de matéria destacada, poderão falar, por 5 (cinco) minutos, 5 (cinco) Constituintes: 2 (dois) a favor, com preferência para o Autor do destaque, 2 (dois) contra e o Relator. § 3º A votação será realizada na ordem crescente dos Capítulos, Seções, Subseções e seus respectivos artigos, não sendo admitido requerimento de preferência de um sobre outro. Art. 10. Ocorrendo a rejeição de Capítulo e de suas respectivas emendas, será a sessão suspensa pelo prazo de até 48 (quarenta e oito) horas, devendo o Relator apresentar texto circunscrito à matéria existente, sem prejuízo da faculdade atribuída à maioria absoluta dos membros da Assembléia Nacional Constituinte de oferecer texto, nas mesmas condições do Relator. Parágrafo único. Verificada a hipótese prevista neste artigo, abrir-se-á o prazo de 24 (vinte e quatro) horas para a apresentação de destaques, independentemente do principio da prejudicialidade, desde que subscritos por, no mínimo, 187 (cento e oitenta e sete) Constituintes. Art. 11. Concluída a votação do projeto, das emendas e dos destaques, o Relator redigirá o vencido, para sua apreciação em segundo turno, no prazo de até 7 (sete) dias. § 1º Publicado o texto do Relator no Diário da Assembléia Nacional Constituinte e distribuído em avulsos, será a matéria incluída em Ordem do Dia durante 5 (cinco) dias, para discussão em segundo turno. § 2º Durante a segunda discussão, cada orador poderá falar por 10 (dez) minutos, uma única vez, de acordo com a ordem de inscrição, e os lideres, por 20 (vinte) minutos. § 3º Durante a discussão em segundo turno, fica facultada a cada Constituinte a apresentação de 4 (quatro) emendas supressivas,,além de outras destinadas a sanear omissões, erros ou contradições, ou para correção de linguagem. § 4º Encerrada a discussão, o Relator emitirá parecer sobre as emendas, no prazo de 5 (cinco) dias, sendo a matéria, depois de publicada, submetida à votação. Art. 12. Concluída a votação, com ou sem emendas, a matéria será encaminhada a uma Comissão de Redação integrada por Constituintes a serem designados pelo Presidente, incluído dentre estes o Relator. Parágrafo único. Apresentada a redação final, far-se-á a sua publicação no Diário da Assembléia Nacional Constituinte e em avulsos, sendo incluída em Ordem do Dia para votação em turno único no prazo de 24 (vinte e quatro) horas. No encaminhamento da votação, poderão usar da palavra uma única vez por 5 (cinco) minutos, 2 (dois) representantes de cada partido. Art. 13. Aos Constituintes, obedecido o sistema de rodízio, será entregues, semanalmente, senhas a serem distribuídas ao público em geral, para ingresso às galerias. Art. 14. Esta Resolução entre em vigor na data de sua publicação. Art. 15. Revogam-se as disposições em contrario. Sala das Sessões, 5 de janeiro de 1988. – Constituinte Mauro Benevides, Relator. A Mesa da Assembléia Nacional Constituinte, em sua reunião de hoje, presentes os Senhores Constituintes Ulysses Guimarães, Presidente; Mauro Benevides, 1º Vice-Presidente; Jorge Arbage, 2º Vice-Presidente; Marcelo Cordeiro, 1º Secretário; Mário Maia, 2º- Secretário e Arnaldo Faria de Sá, 3º- Secretário; resolveu aprovar a Redação Final ao Projeto de Resolução nº 21-B, de 1987, que “altera o Regimento Interno da Assembléia Nacional Constituinte”, apresentada pelo relator, Constituinte Mauro Benevides, lº-Vice-Presidente. Sala das Reuniões, 5 de janeiro de 1988. – Ulysses Guimarães, Presidente da Assembléia Nacional Constituinte. ",ano_163
